"","Lunar","fittedP","lwrCIP","uprCIP","fittedR","lwrCIR","uprCIR"
"1",0,0.0210053207916628,0.000572490452844786,0.0414381511304809,0.181144855814817,-0.146309079411124,0.508598791040758
"2",0.418879020478639,0.0272330320149775,0.000891381674464018,0.0535746823554909,0.157046270379957,-0.0919718389930141,0.406064379752928
"3",0.837758040957278,0.0334828082675058,0.00129667707641731,0.0656689394585943,0.102614639460981,-0.0561334202629036,0.261362699184866
"4",1.25663706143592,0.0367466358151333,0.00156351206368955,0.0719297595665772,0.0732456536566092,-0.0437041883463493,0.190195495659568
"5",1.67551608191456,0.038627983750083,0.00169503363978799,0.0755609338603779,0.07763160734836,-0.0484388088162341,0.203702023512954
"6",2.0943951023932,0.0443471438673298,0.0024571363093388,0.0862371514253208,0.132107771956311,-0.0816468950108703,0.345862438923493
"7",2.51327412287183,0.0599148633009661,0.00522979681882759,0.114599929783105,0.320095681316907,-0.177078274552865,0.81726963718668
"8",2.93215314335047,0.089379255510424,0.0115866074683525,0.167171903552495,0.600017976075917,-0.27892774163613,1.47896369378796
"9",3.35103216382911,0.12340957298803,0.0200828451143125,0.226736300861748,0.290657825648661,-0.152479566041561,0.733795217338882
"10",3.76991118430775,0.132690185557842,0.0223909377965772,0.242989433319106,0.0794549707905596,-0.0566731200083559,0.215583061589475
"11",4.18879020478639,0.102599395510283,0.0145440340955713,0.190654756924994,0.0577678385080999,-0.0444170149270351,0.159952691943235
"12",4.60766922526503,0.0600256222822519,0.00584404339561117,0.114207201168893,0.130565208377096,-0.0701810670497799,0.331311483803973
"13",5.02654824574367,0.032411367749845,0.00175954431007111,0.0630631911896188,0.178436235685982,-0.0969503016620566,0.45382277303402
"14",5.44542726622231,0.0207438041694711,0.000572839403977021,0.0409147689349652,0.153407661843301,-0.120902147887528,0.42771747157413
"15",5.86430628670095,0.0181642922630551,0.000406387110882938,0.0359221974152272,0.164132631752689,-0.155666071467883,0.483931334973261
"16",6.28318530717959,0.0210053207916628,0.000572490452844786,0.0414381511304809,0.181144855814817,-0.146309079411124,0.508598791040758
