"","hour","fittedP","lwrCIP","uprCIP","fittedR","lwrCIR","uprCIR"
"1",0,0.107364429252526,0.0159469438355794,0.198781914669474,0.505644019591783,-0.234331970714234,1.2456200098978
"2",1,0.108600459110072,0.0162882502127688,0.200912668007376,0.50904585378702,-0.236384684241052,1.25447639181509
"3",2,0.114297437975032,0.0179012215909503,0.210693654359114,0.537955025285368,-0.24676293921578,1.32267298978652
"4",3,0.124632322390527,0.0209933450711046,0.228271299709949,0.593367629446859,-0.265049372746927,1.45178463164064
"5",4,0.139799788849278,0.0259146341108909,0.253684943587664,0.676287955928975,-0.290415992088188,1.64299190394614
"6",5,0.159805581973034,0.0330935433831104,0.286517620562958,0.786538957879718,-0.321834739000555,1.89491265475999
"7",6,0.184191999508005,0.0428871933107535,0.325496805705257,0.921376049448365,-0.358762406123674,2.2015145050204
"8",7,0.21177869592399,0.0553279647573109,0.368229427090668,1.0743714315392,-0.401855112233816,2.55059797531221
"9",8,0.240555690201863,0.0698270734716371,0.411284306932089,1.23500017658115,-0.452583412524646,2.92258376568695
"10",9,0.267845716439455,0.0849974833843858,0.450693949494525,1.38917712084141,-0.511043118801822,3.28939736048465
"11",10,0.290730298927537,0.0987763878241302,0.482684210030944,1.5208332688255,-0.573076706004501,3.6147432436555
"12",11,0.306588623557149,0.108887378509398,0.5042898686049,1.61444791690829,-0.629234356817913,3.8581301906345
"13",12,0.31355861133921,0.113476523394523,0.513640699283897,1.65810088664907,-0.667221647193105,3.98342342049125
"14",13,0.310817975651407,0.111661484731459,0.509974466571355,1.6461718389244,-0.676887078233892,3.96923075608268
"15",14,0.298690076108311,0.103793967419867,0.493586184796754,1.58067982821098,-0.654824380754242,3.8161840371762
"16",15,0.278603825869074,0.0913552530493355,0.465852398688813,1.47069393214162,-0.605861903060429,3.54724976734367
"17",16,0.252893949468885,0.0765153560439735,0.429272542893796,1.33006526395838,-0.540747718016794,3.20087824593355
"18",17,0.224413833686507,0.0615038074858133,0.387323859887202,1.17440634158345,-0.471614391663607,2.82042707483051
"19",18,0.196010448399797,0.0480410300238054,0.343979866775789,1.01836084449598,-0.40782486914723,2.44454655813919
"20",19,0.170024321639099,0.0370588641966734,0.302989779081524,0.873795883586595,-0.354143939556512,2.1017357067297
"21",20,0.148001053281541,0.0287635621557012,0.267238544407381,0.749010525891352,-0.311489870108442,1.80951092189115
"22",21,0.130689260248716,0.0229042165673505,0.238474303930081,0.648764671396957,-0.278968352367665,1.57649769516158
"23",22,0.118251091440178,0.0190589393474361,0.217443243532921,0.574913715865614,-0.255554480366441,1.40538191209767
"24",23,0.110544258253812,0.0168312411999142,0.204257275307709,0.527445982689131,-0.240719344718427,1.29561131009669
"25",24,0.107364429252526,0.0159469438355794,0.198781914669474,0.505644019591783,-0.234331970714234,1.2456200098978
